20220918,"2022-09-18",2022,9,"Sep",18,"Sun",0,37,true,false,false
20220919,"2022-09-19",2022,9,"Sep",19,"Mon",1,38,false,true,false
20220920,"2022-09-20",2022,9,"Sep",20,"Tue",2,38,true,false,false
20220921,"2022-09-21",2022,9,"Sep",21,"Wed",3,38,true,false,false
20220922,"2022-09-22",2022,9,"Sep",22,"Thu",4,38,true,false,false
20220923,"2022-09-23",2022,9,"Sep",23,"Fri",5,38,true,false,false
20220924,"2022-09-24",2022,9,"Sep",24,"Sat",6,38,true,false,false
20220925,"2022-09-25",2022,9,"Sep",25,"Sun",0,38,true,false,false
20220926,"2022-09-26",2022,9,"Sep",26,"Mon",1,39,false,true,false
20220927,"2022-09-27",2022,9,"Sep",27,"Tue",2,39,true,false,false
20220928,"2022-09-28",2022,9,"Sep",28,"Wed",3,39,true,false,false
20220929,"2022-09-29",2022,9,"Sep",29,"Thu",4,39,true,false,false
20220930,"2022-09-30",2022,9,"Sep",30,"Fri",5,39,true,false,false
20221001,"2022-10-01",2022,10,"Oct",1,"Sat",6,39,true,false,false
20221002,"2022-10-02",2022,10,"Oct",2,"Sun",0,39,true,false,false
20221003,"2022-10-03",2022,10,"Oct",3,"Mon",1,40,false,true,false
20221004,"2022-10-04",2022,10,"Oct",4,"Tue",2,40,true,false,false
20221005,"2022-10-05",2022,10,"Oct",5,"Wed",3,40,true,false,false
20221006,"2022-10-06",2022,10,"Oct",6,"Thu",4,40,true,false,false
20221007,"2022-10-07",2022,10,"Oct",7,"Fri",5,40,true,false,false
20221008,"2022-10-08",2022,10,"Oct",8,"Sat",6,40,true,false,false
20221009,"2022-10-09",2022,10,"Oct",9,"Sun",0,40,true,false,false
20221010,"2022-10-10",2022,10,"Oct",10,"Mon",1,41,false,true,false
20221011,"2022-10-11",2022,10,"Oct",11,"Tue",2,41,true,false,false
20221012,"2022-10-12",2022,10,"Oct",12,"Wed",3,41,true,false,false
20221013,"2022-10-13",2022,10,"Oct",13,"Thu",4,41,true,false,false
20221014,"2022-10-14",2022,10,"Oct",14,"Fri",5,41,true,false,false
20221015,"2022-10-15",2022,10,"Oct",15,"Sat",6,41,true,false,false
20221016,"2022-10-16",2022,10,"Oct",16,"Sun",0,41,true,false,false
20221017,"2022-10-17",2022,10,"Oct",17,"Mon",1,42,false,true,false
20221018,"2022-10-18",2022,10,"Oct",18,"Tue",2,42,true,false,false
20221019,"2022-10-19",2022,10,"Oct",19,"Wed",3,42,true,false,false
20221020,"2022-10-20",2022,10,"Oct",20,"Thu",4,42,true,false,false
20221021,"2022-10-21",2022,10,"Oct",21,"Fri",5,42,true,false,false
20221022,"2022-10-22",2022,10,"Oct",22,"Sat",6,42,true,false,false
20221023,"2022-10-23",2022,10,"Oct",23,"Sun",0,42,true,false,false
20221024,"2022-10-24",2022,10,"Oct",24,"Mon",1,43,false,true,false
20221025,"2022-10-25",2022,10,"Oct",25,"Tue",2,43,true,false,false
20221026,"2022-10-26",2022,10,"Oct",26,"Wed",3,43,true,false,false
20221027,"2022-10-27",2022,10,"Oct",27,"Thu",4,43,true,false,false
20221028,"2022-10-28",2022,10,"Oct",28,"Fri",5,43,true,false,false
20221029,"2022-10-29",2022,10,"Oct",29,"Sat",6,43,true,false,false
20221030,"2022-10-30",2022,10,"Oct",30,"Sun",0,43,true,false,false
20221031,"2022-10-31",2022,10,"Oct",31,"Mon",1,44,false,true,false
20221101,"2022-11-01",2022,11,"Nov",1,"Tue",2,44,true,false,false
20221102,"2022-11-02",2022,11,"Nov",2,"Wed",3,44,true,false,false
20221103,"2022-11-03",2022,11,"Nov",3,"Thu",4,44,true,false,false
20221104,"2022-11-04",2022,11,"Nov",4,"Fri",5,44,true,false,false
20221105,"2022-11-05",2022,11,"Nov",5,"Sat",6,44,true,false,false
20221106,"2022-11-06",2022,11,"Nov",6,"Sun",0,44,true,false,false
20221107,"2022-11-07",2022,11,"Nov",7,"Mon",1,45,false,true,false
20221108,"2022-11-08",2022,11,"Nov",8,"Tue",2,45,true,false,false
20221109,"2022-11-09",2022,11,"Nov",9,"Wed",3,45,true,false,false
20221110,"2022-11-10",2022,11,"Nov",10,"Thu",4,45,true,false,false
20221111,"2022-11-11",2022,11,"Nov",11,"Fri",5,45,true,false,false
20221112,"2022-11-12",2022,11,"Nov",12,"Sat",6,45,true,false,false
20221113,"2022-11-13",2022,11,"Nov",13,"Sun",0,45,true,false,false
20221114,"2022-11-14",2022,11,"Nov",14,"Mon",1,46,false,true,false
20221115,"2022-11-15",2022,11,"Nov",15,"Tue",2,46,true,false,false
20221116,"2022-11-16",2022,11,"Nov",16,"Wed",3,46,true,false,false
20221117,"2022-11-17",2022,11,"Nov",17,"Thu",4,46,true,false,false
20221118,"2022-11-18",2022,11,"Nov",18,"Fri",5,46,true,false,false
20221119,"2022-11-19",2022,11,"Nov",19,"Sat",6,46,true,false,false
20221120,"2022-11-20",2022,11,"Nov",20,"Sun",0,46,true,false,false
20221121,"2022-11-21",2022,11,"Nov",21,"Mon",1,47,false,true,false
20221122,"2022-11-22",2022,11,"Nov",22,"Tue",2,47,true,false,false
20221123,"2022-11-23",2022,11,"Nov",23,"Wed",3,47,true,false,false
20221124,"2022-11-24",2022,11,"Nov",24,"Thu",4,47,true,false,false
20221125,"2022-11-25",2022,11,"Nov",25,"Fri",5,47,true,false,false
20221126,"2022-11-26",2022,11,"Nov",26,"Sat",6,47,true,false,false
20221127,"2022-11-27",2022,11,"Nov",27,"Sun",0,47,true,false,false
20221128,"2022-11-28",2022,11,"Nov",28,"Mon",1,48,false,true,false
20221129,"2022-11-29",2022,11,"Nov",29,"Tue",2,48,true,false,false
20221130,"2022-11-30",2022,11,"Nov",30,"Wed",3,48,true,false,false
20221201,"2022-12-01",2022,12,"Dec",1,"Thu",4,48,true,false,false
20221202,"2022-12-02",2022,12,"Dec",2,"Fri",5,48,true,false,false
20221203,"2022-12-03",2022,12,"Dec",3,"Sat",6,48,true,false,false
20221204,"2022-12-04",2022,12,"Dec",4,"Sun",0,48,true,false,false
20221205,"2022-12-05",2022,12,"Dec",5,"Mon",1,49,false,true,false
